Province/State,Observation Date,Confirmed,Daily Confirmed,Deaths,Recovered,Latitude,Longitude,Country/Region
Inner Mongolia,05-02-2020,42,7,0,3,43.2443242,114.3251664,Mainland China
Inner Mongolia,06-02-2020,46,4,0,4,43.2443242,114.3251664,Mainland China
Inner Mongolia,07-02-2020,50,4,0,5,43.2443242,114.3251664,Mainland China
Inner Mongolia,08-02-2020,52,2,0,5,43.2443242,114.3251664,Mainland China
Inner Mongolia,09-02-2020,54,2,0,5,43.2443242,114.3251664,Mainland China
Inner Mongolia,10-02-2020,58,4,0,5,43.2443242,114.3251664,Mainland China
Inner Mongolia,11-02-2020,58,0,0,5,43.2443242,114.3251664,Mainland China
Inner Mongolia,12-02-2020,60,2,0,6,43.2443242,114.3251664,Mainland China
Inner Mongolia,13-02-2020,61,1,0,6,43.2443242,114.3251664,Mainland China
Inner Mongolia,14-02-2020,65,4,0,6,43.2443242,114.3251664,Mainland China
Inner Mongolia,15-02-2020,68,3,0,7,43.2443242,114.3251664,Mainland China
Inner Mongolia,16-02-2020,70,2,0,8,43.2443242,114.3251664,Mainland China
Inner Mongolia,17-02-2020,72,2,0,8,43.2443242,114.3251664,Mainland China
Inner Mongolia,18-02-2020,73,1,0,8,43.2443242,114.3251664,Mainland China
Inner Mongolia,19-02-2020,75,2,0,10,43.2443242,114.3251664,Mainland China
Inner Mongolia,20-02-2020,75,0,0,16,43.2443242,114.3251664,Mainland China
Inner Mongolia,21-02-2020,75,0,0,17,43.2443242,114.3251664,Mainland China
Inner Mongolia,22-02-2020,75,0,0,26,43.2443242,114.3251664,Mainland China
Inner Mongolia,23-02-2020,75,0,0,27,43.2443242,114.3251664,Mainland China
Inner Mongolia,24-02-2020,75,0,0,34,43.2443242,114.3251664,Mainland China
Inner Mongolia,25-02-2020,75,0,0,35,43.2443242,114.3251664,Mainland China
Inner Mongolia,26-02-2020,75,0,0,38,43.2443242,114.3251664,Mainland China
Inner Mongolia,27-02-2020,75,0,0,43,43.2443242,114.3251664,Mainland China
Inner Mongolia,28-02-2020,75,0,0,45,43.2443242,114.3251664,Mainland China
Inner Mongolia,29-02-2020,75,0,0,49,43.2443242,114.3251664,Mainland China
Inner Mongolia,01-03-2020,75,0,0,52,43.2443242,114.3251664,Mainland China
Inner Mongolia,02-03-2020,75,0,0,54,43.2443242,114.3251664,Mainland China
Inner Mongolia,03-03-2020,75,0,1,59,43.2443242,114.3251664,Mainland China
Inner Mongolia,04-03-2020,75,0,1,63,43.2443242,114.3251664,Mainland China
Inner Mongolia,05-03-2020,75,0,1,65,43.2443242,114.3251664,Mainland China
Inner Mongolia,06-03-2020,75,0,1,65,43.2443242,114.3251664,Mainland China
Inner Mongolia,07-03-2020,75,0,1,67,43.2443242,114.3251664,Mainland China
Inner Mongolia,08-03-2020,75,0,1,70,43.2443242,114.3251664,Mainland China
Inner Mongolia,09-03-2020,75,0,1,70,43.2443242,114.3251664,Mainland China
Inner Mongolia,10-03-2020,75,0,1,70,43.2443242,114.3251664,Mainland China
Inner Mongolia,11-03-2020,75,0,1,71,43.2443242,114.3251664,Mainland China
Inner Mongolia,12-03-2020,75,0,1,71,43.2443242,114.3251664,Mainland China
Inner Mongolia,13-03-2020,75,0,1,71,43.2443242,114.3251664,Mainland China
Inner Mongolia,14-03-2020,75,0,1,71,43.2443242,114.3251664,Mainland China
Inner Mongolia,15-03-2020,75,0,1,71,43.2443242,114.3251664,Mainland China
Jiangsu,22-01-2020,1,1,0,0,33.0000001,119.9999999,Mainland China
Jiangsu,23-01-2020,5,4,0,0,33.0000001,119.9999999,Mainland China
Jiangsu,24-01-2020,9,4,0,0,33.0000001,119.9999999,Mainland China
Jiangsu,25-01-2020,18,9,0,1,33.0000001,119.9999999,Mainland China
Jiangsu,26-01-2020,33,15,0,1,33.0000001,119.9999999,Mainland China
Jiangsu,27-01-2020,47,14,0,1,33.0000001,119.9999999,Mainland China
Jiangsu,28-01-2020,70,23,0,1,33.0000001,119.9999999,Mainland China
Jiangsu,29-01-2020,99,29,0,1,33.0000001,119.9999999,Mainland China
Jiangsu,30-01-2020,129,30,0,1,33.0000001,119.9999999,Mainland China
Jiangsu,31-01-2020,168,39,0,5,33.0000001,119.9999999,Mainland China
Jiangsu,01-02-2020,202,34,0,6,33.0000001,119.9999999,Mainland China
Jiangsu,02-02-2020,236,34,0,7,33.0000001,119.9999999,Mainland China
Jiangsu,03-02-2020,271,35,0,8,33.0000001,119.9999999,Mainland China
Jiangsu,04-02-2020,308,37,0,12,33.0000001,119.9999999,Mainland China
Jiangsu,05-02-2020,341,33,0,23,33.0000001,119.9999999,Mainland China
Jiangsu,06-02-2020,373,32,0,34,33.0000001,119.9999999,Mainland China
Jiangsu,07-02-2020,408,35,0,43,33.0000001,119.9999999,Mainland China
Jiangsu,08-02-2020,439,31,0,51,33.0000001,119.9999999,Mainland China
Jiangsu,09-02-2020,468,29,0,71,33.0000001,119.9999999,Mainland China
Jiangsu,10-02-2020,492,24,0,81,33.0000001,119.9999999,Mainland China
Jiangsu,11-02-2020,515,23,0,93,33.0000001,119.9999999,Mainland China
Jiangsu,12-02-2020,543,28,0,125,33.0000001,119.9999999,Mainland China
Jiangsu,13-02-2020,570,27,0,139,33.0000001,119.9999999,Mainland China
Jiangsu,14-02-2020,593,23,0,157,33.0000001,119.9999999,Mainland China
Jiangsu,15-02-2020,604,11,0,186,33.0000001,119.9999999,Mainland China
Jiangsu,16-02-2020,617,13,0,218,33.0000001,119.9999999,Mainland China
Jiangsu,17-02-2020,626,9,0,258,33.0000001,119.9999999,Mainland China
Jiangsu,18-02-2020,629,3,0,280,33.0000001,119.9999999,Mainland China
Jiangsu,19-02-2020,631,2,0,318,33.0000001,119.9999999,Mainland China
Jiangsu,20-02-2020,631,0,0,356,33.0000001,119.9999999,Mainland China
Jiangsu,21-02-2020,631,0,0,373,33.0000001,119.9999999,Mainland China
Jiangsu,22-02-2020,631,0,0,401,33.0000001,119.9999999,Mainland China
Jiangsu,23-02-2020,631,0,0,418,33.0000001,119.9999999,Mainland China
Jiangsu,24-02-2020,631,0,0,452,33.0000001,119.9999999,Mainland China
Jiangsu,25-02-2020,631,0,0,458,33.0000001,119.9999999,Mainland China
Jiangsu,26-02-2020,631,0,0,478,33.0000001,119.9999999,Mainland China
Jiangsu,27-02-2020,631,0,0,498,33.0000001,119.9999999,Mainland China
Jiangsu,28-02-2020,631,0,0,515,33.0000001,119.9999999,Mainland China
Jiangsu,29-02-2020,631,0,0,523,33.0000001,119.9999999,Mainland China
Jiangsu,01-03-2020,631,0,0,536,33.0000001,119.9999999,Mainland China
Jiangsu,02-03-2020,631,0,0,543,33.0000001,119.9999999,Mainland China
Jiangsu,03-03-2020,631,0,0,562,33.0000001,119.9999999,Mainland China
Jiangsu,04-03-2020,631,0,0,577,33.0000001,119.9999999,Mainland China
Jiangsu,05-03-2020,631,0,0,583,33.0000001,119.9999999,Mainland China
Jiangsu,06-03-2020,631,0,0,594,33.0000001,119.9999999,Mainland China
Jiangsu,07-03-2020,631,0,0,606,33.0000001,119.9999999,Mainland China
Jiangsu,08-03-2020,631,0,0,612,33.0000001,119.9999999,Mainland China
Jiangsu,09-03-2020,631,0,0,621,33.0000001,119.9999999,Mainland China
Jiangsu,10-03-2020,631,0,0,627,33.0000001,119.9999999,Mainland China
Jiangsu,11-03-2020,631,0,0,627,33.0000001,119.9999999,Mainland China
Jiangsu,12-03-2020,631,0,0,629,33.0000001,119.9999999,Mainland China
Jiangsu,13-03-2020,631,0,0,630,33.0000001,119.9999999,Mainland China
Jiangsu,14-03-2020,631,0,0,630,33.0000001,119.9999999,Mainland China
Jiangsu,15-03-2020,631,0,0,631,33.0000001,119.9999999,Mainland China
Jiangxi,22-01-2020,2,2,0,0,28,116,Mainland China
Jiangxi,23-01-2020,7,5,0,0,28,116,Mainland China
Jiangxi,24-01-2020,18,11,0,0,28,116,Mainland China
Jiangxi,25-01-2020,18,0,0,0,28,116,Mainland China
Jiangxi,26-01-2020,36,18,0,0,28,116,Mainland China
Jiangxi,27-01-2020,72,36,0,2,28,116,Mainland China
Jiangxi,28-01-2020,109,37,0,3,28,116,Mainland China
Jiangxi,29-01-2020,109,0,0,3,28,116,Mainland China
Jiangxi,30-01-2020,162,53,0,5,28,116,Mainland China
Jiangxi,31-01-2020,240,78,0,7,28,116,Mainland China
Jiangxi,01-02-2020,286,46,0,9,28,116,Mainland China
Jiangxi,02-02-2020,333,47,0,12,28,116,Mainland China
Jiangxi,03-02-2020,391,58,0,18,28,116,Mainland China
Jiangxi,04-02-2020,476,85,0,20,28,116,Mainland China
Jiangxi,05-02-2020,548,72,0,27,28,116,Mainland China
Jiangxi,06-02-2020,600,52,0,37,28,116,Mainland China
Jiangxi,07-02-2020,661,61,0,45,28,116,Mainland China
Jiangxi,08-02-2020,698,37,0,55,28,116,Mainland China
Jiangxi,09-02-2020,740,42,0,73,28,116,Mainland China
Jiangxi,10-02-2020,771,31,1,105,28,116,Mainland China
Jiangxi,11-02-2020,804,33,1,128,28,116,Mainland China
Jiangxi,12-02-2020,844,40,1,152,28,116,Mainland China
Jiangxi,13-02-2020,872,28,1,170,28,116,Mainland China
Jiangxi,14-02-2020,900,28,1,187,28,116,Mainland China
Jiangxi,15-02-2020,913,13,1,210,28,116,Mainland China
Jiangxi,16-02-2020,925,12,1,240,28,116,Mainland China
Jiangxi,17-02-2020,930,5,1,275,28,116,Mainland China
Jiangxi,18-02-2020,933,3,1,310,28,116,Mainland China
Jiangxi,19-02-2020,934,1,1,362,28,116,Mainland China
Jiangxi,20-02-2020,934,0,1,433,28,116,Mainland China
Jiangxi,21-02-2020,934,0,1,489,28,116,Mainland China
Jiangxi,22-02-2020,934,0,1,555,28,116,Mainland China
Jiangxi,23-02-2020,934,0,1,613,28,116,Mainland China
Jiangxi,24-02-2020,934,0,1,645,28,116,Mainland China
Jiangxi,25-02-2020,934,0,1,683,28,116,Mainland China
Jiangxi,26-02-2020,934,0,1,719,28,116,Mainland China
Jiangxi,27-02-2020,934,0,1,754,28,116,Mainland China
Jiangxi,28-02-2020,935,1,1,790,28,116,Mainland China
Jiangxi,29-02-2020,935,0,1,811,28,116,Mainland China
Jiangxi,01-03-2020,935,0,1,831,28,116,Mainland China
Jiangxi,02-03-2020,935,0,1,850,28,116,Mainland China
Jiangxi,03-03-2020,935,0,1,870,28,116,Mainland China
Jiangxi,04-03-2020,935,0,1,884,28,116,Mainland China
Jiangxi,05-03-2020,935,0,1,901,28,116,Mainland China
Jiangxi,06-03-2020,935,0,1,909,28,116,Mainland China
Jiangxi,07-03-2020,935,0,1,916,28,116,Mainland China
Jiangxi,08-03-2020,935,0,1,919,28,116,Mainland China
Jiangxi,09-03-2020,935,0,1,923,28,116,Mainland China
Jiangxi,10-03-2020,935,0,1,927,28,116,Mainland China
Jiangxi,11-03-2020,935,0,1,932,28,116,Mainland China
Jiangxi,12-03-2020,935,0,1,934,28,116,Mainland China
Jiangxi,13-03-2020,935,0,1,934,28,116,Mainland China
Jiangxi,14-03-2020,935,0,1,934,28,116,Mainland China
Jiangxi,15-03-2020,935,0,1,934,28,116,Mainland China
Jilin,22-01-2020,0,0,0,0,42.9995032,125.9816054,Mainland China
Jilin,23-01-2020,1,1,0,0,42.9995032,125.9816054,Mainland China
Jilin,24-01-2020,3,2,0,0,42.9995032,125.9816054,Mainland China
Jilin,25-01-2020,4,1,0,0,42.9995032,125.9816054,Mainland China
Jilin,26-01-2020,4,0,0,0,42.9995032,125.9816054,Mainland China
Jilin,27-01-2020,6,2,0,0,42.9995032,125.9816054,Mainland China
Jilin,28-01-2020,8,2,0,0,42.9995032,125.9816054,Mainland China
Jilin,29-01-2020,9,1,0,0,42.9995032,125.9816054,Mainland China
Jilin,30-01-2020,14,5,0,1,42.9995032,125.9816054,Mainland China
Jilin,31-01-2020,14,0,0,1,42.9995032,125.9816054,Mainland China
Jilin,01-02-2020,17,3,0,1,42.9995032,125.9816054,Mainland China
Jilin,02-02-2020,23,6,0,1,42.9995032,125.9816054,Mainland China
Jilin,03-02-2020,31,8,0,1,42.9995032,125.9816054,Mainland China
Jilin,04-02-2020,42,11,0,1,42.9995032,125.9816054,Mainland China
Jilin,05-02-2020,54,12,0,2,42.9995032,125.9816054,Mainland China
Jilin,06-02-2020,59,5,0,4,42.9995032,125.9816054,Mainland China
Jilin,07-02-2020,65,6,1,4,42.9995032,125.9816054,Mainland China
Jilin,08-02-2020,69,4,1,4,42.9995032,125.9816054,Mainland China
Jilin,09-02-2020,78,9,1,12,42.9995032,125.9816054,Mainland China
Jilin,10-02-2020,80,2,1,13,42.9995032,125.9816054,Mainland China
Jilin,11-02-2020,81,1,1,18,42.9995032,125.9816054,Mainland China
Jilin,12-02-2020,83,2,1,22,42.9995032,125.9816054,Mainland China
Jilin,13-02-2020,84,1,1,24,42.9995032,125.9816054,Mainland China
Jilin,14-02-2020,86,2,1,25,42.9995032,125.9816054,Mainland China
Jilin,15-02-2020,88,2,1,26,42.9995032,125.9816054,Mainland China
Jilin,16-02-2020,89,1,1,30,42.9995032,125.9816054,Mainland China
Jilin,17-02-2020,89,0,1,34,42.9995032,125.9816054,Mainland China
Jilin,18-02-2020,89,0,1,36,42.9995032,125.9816054,Mainland China
Jilin,19-02-2020,90,1,1,37,42.9995032,125.9816054,Mainland China
Jilin,20-02-2020,91,1,1,43,42.9995032,125.9816054,Mainland China
Jilin,21-02-2020,91,0,1,45,42.9995032,125.9816054,Mainland China
Jilin,22-02-2020,91,0,1,52,42.9995032,125.9816054,Mainland China
Jilin,23-02-2020,91,0,1,54,42.9995032,125.9816054,Mainland China
Jilin,24-02-2020,93,2,1,60,42.9995032,125.9816054,Mainland China
Jilin,25-02-2020,93,0,1,63,42.9995032,125.9816054,Mainland China
Jilin,26-02-2020,93,0,1,65,42.9995032,125.9816054,Mainland China
Jilin,27-02-2020,93,0,1,67,42.9995032,125.9816054,Mainland China
Jilin,28-02-2020,93,0,1,73,42.9995032,125.9816054,Mainland China
Jilin,29-02-2020,93,0,1,75,42.9995032,125.9816054,Mainland China
Jilin,01-03-2020,93,0,1,78,42.9995032,125.9816054,Mainland China
Jilin,02-03-2020,93,0,1,83,42.9995032,125.9816054,Mainland China
Jilin,03-03-2020,93,0,1,83,42.9995032,125.9816054,Mainland China
Jilin,04-03-2020,93,0,1,86,42.9995032,125.9816054,Mainland China
Jilin,05-03-2020,93,0,1,88,42.9995032,125.9816054,Mainland China
Jilin,06-03-2020,93,0,1,90,42.9995032,125.9816054,Mainland China
Jilin,07-03-2020,93,0,1,90,42.9995032,125.9816054,Mainland China
Jilin,08-03-2020,93,0,1,90,42.9995032,125.9816054,Mainland China
Jilin,09-03-2020,93,0,1,91,42.9995032,125.9816054,Mainland China
Jilin,10-03-2020,93,0,1,91,42.9995032,125.9816054,Mainland China
Jilin,11-03-2020,93,0,1,91,42.9995032,125.9816054,Mainland China
Jilin,12-03-2020,93,0,1,91,42.9995032,125.9816054,Mainland China
Jilin,13-03-2020,93,0,1,91,42.9995032,125.9816054,Mainland China
Jilin,14-03-2020,93,0,1,91,42.9995032,125.9816054,Mainland China
Jilin,15-03-2020,93,0,1,91,42.9995032,125.9816054,Mainland China
Liaoning,22-01-2020,2,2,0,0,40.9975197,122.9955469,Mainland China
Liaoning,23-01-2020,3,1,0,0,40.9975197,122.9955469,Mainland China
Liaoning,24-01-2020,4,1,0,0,40.9975197,122.9955469,Mainland China
Liaoning,25-01-2020,17,13,0,0,40.9975197,122.9955469,Mainland China
Liaoning,26-01-2020,21,4,0,0,40.9975197,122.9955469,Mainland China
Liaoning,27-01-2020,27,6,0,0,40.9975197,122.9955469,Mainland China
Liaoning,28-01-2020,34,7,0,0,40.9975197,122.9955469,Mainland China
Liaoning,29-01-2020,39,5,0,1,40.9975197,122.9955469,Mainland China
Liaoning,30-01-2020,41,2,0,1,40.9975197,122.9955469,Mainland China
Liaoning,31-01-2020,48,7,0,1,40.9975197,122.9955469,Mainland China
Liaoning,01-02-2020,64,16,0,1,40.9975197,122.9955469,Mainland China
Liaoning,02-02-2020,70,6,0,1,40.9975197,122.9955469,Mainland China
Liaoning,03-02-2020,74,4,0,1,40.9975197,122.9955469,Mainland China
Liaoning,04-02-2020,81,7,0,2,40.9975197,122.9955469,Mainland China
Liaoning,05-02-2020,89,8,0,4,40.9975197,122.9955469,Mainland China
Liaoning,06-02-2020,94,5,0,5,40.9975197,122.9955469,Mainland China
Liaoning,07-02-2020,99,5,0,7,40.9975197,122.9955469,Mainland China
Liaoning,08-02-2020,105,6,0,8,40.9975197,122.9955469,Mainland China
Liaoning,09-02-2020,107,2,0,12,40.9975197,122.9955469,Mainland China
Liaoning,10-02-2020,108,1,0,13,40.9975197,122.9955469,Mainland China
Liaoning,11-02-2020,111,3,0,19,40.9975197,122.9955469,Mainland China
Liaoning,12-02-2020,116,5,1,20,40.9975197,122.9955469,Mainland China
Liaoning,13-02-2020,117,1,1,22,40.9975197,122.9955469,Mainland China
Liaoning,14-02-2020,119,2,1,29,40.9975197,122.9955469,Mainland China
Liaoning,15-02-2020,119,0,1,31,40.9975197,122.9955469,Mainland China
Liaoning,16-02-2020,121,2,1,40,40.9975197,122.9955469,Mainland China
Liaoning,17-02-2020,121,0,1,43,40.9975197,122.9955469,Mainland China
Liaoning,18-02-2020,121,0,1,53,40.9975197,122.9955469,Mainland China
Liaoning,19-02-2020,121,0,1,55,40.9975197,122.9955469,Mainland China
Liaoning,20-02-2020,121,0,1,59,40.9975197,122.9955469,Mainland China
Liaoning,21-02-2020,121,0,1,61,40.9975197,122.9955469,Mainland China
Liaoning,22-02-2020,121,0,1,66,40.9975197,122.9955469,Mainland China
Liaoning,23-02-2020,121,0,1,73,40.9975197,122.9955469,Mainland China
Liaoning,24-02-2020,121,0,1,80,40.9975197,122.9955469,Mainland China
Liaoning,25-02-2020,121,0,1,83,40.9975197,122.9955469,Mainland China
Liaoning,26-02-2020,121,0,1,88,40.9975197,122.9955469,Mainland China
Liaoning,27-02-2020,121,0,1,93,40.9975197,122.9955469,Mainland China
Liaoning,28-02-2020,121,0,1,93,40.9975197,122.9955469,Mainland China
Liaoning,29-02-2020,121,0,1,96,40.9975197,122.9955469,Mainland China
Liaoning,01-03-2020,122,1,1,103,40.9975197,122.9955469,Mainland China
Liaoning,02-03-2020,122,0,1,103,40.9975197,122.9955469,Mainland China
Liaoning,03-03-2020,125,3,1,106,40.9975197,122.9955469,Mainland China
Liaoning,04-03-2020,125,0,1,106,40.9975197,122.9955469,Mainland China
Liaoning,05-03-2020,125,0,1,106,40.9975197,122.9955469,Mainland China
Liaoning,06-03-2020,125,0,1,106,40.9975197,122.9955469,Mainland China
Liaoning,07-03-2020,125,0,1,107,40.9975197,122.9955469,Mainland China
Liaoning,08-03-2020,125,0,1,109,40.9975197,122.9955469,Mainland China
Liaoning,09-03-2020,125,0,1,109,40.9975197,122.9955469,Mainland China
Liaoning,10-03-2020,125,0,1,111,40.9975197,122.9955469,Mainland China
Liaoning,11-03-2020,125,0,1,111,40.9975197,122.9955469,Mainland China
Liaoning,12-03-2020,125,0,1,112,40.9975197,122.9955469,Mainland China
Liaoning,13-03-2020,125,0,1,112,40.9975197,122.9955469,Mainland China
Liaoning,14-03-2020,125,0,1,113,40.9975197,122.9955469,Mainland China
Liaoning,15-03-2020,125,0,1,114,40.9975197,122.9955469,Mainland China
Ningxia,22-01-2020,1,1,0,0,37.0000001,105.9999999,Mainland China
Ningxia,23-01-2020,1,0,0,0,37.0000001,105.9999999,Mainland China
Ningxia,24-01-2020,2,1,0,0,37.0000001,105.9999999,Mainland China
Ningxia,25-01-2020,3,1,0,0,37.0000001,105.9999999,Mainland China
Ningxia,26-01-2020,4,1,0,0,37.0000001,105.9999999,Mainland China
Ningxia,27-01-2020,7,3,0,0,37.0000001,105.9999999,Mainland China
Ningxia,28-01-2020,11,4,0,0,37.0000001,105.9999999,Mainland China
Ningxia,29-01-2020,12,1,0,0,37.0000001,105.9999999,Mainland China
Ningxia,30-01-2020,17,5,0,0,37.0000001,105.9999999,Mainland China
Ningxia,31-01-2020,21,4,0,0,37.0000001,105.9999999,Mainland China
Ningxia,01-02-2020,26,5,0,0,37.0000001,105.9999999,Mainland China
Ningxia,02-02-2020,28,2,0,0,37.0000001,105.9999999,Mainland China
Ningxia,03-02-2020,31,3,0,1,37.0000001,105.9999999,Mainland China
Ningxia,04-02-2020,34,3,0,1,37.0000001,105.9999999,Mainland China
Ningxia,05-02-2020,34,0,0,1,37.0000001,105.9999999,Mainland China
Ningxia,06-02-2020,40,6,0,1,37.0000001,105.9999999,Mainland China
Ningxia,07-02-2020,43,3,0,5,37.0000001,105.9999999,Mainland China
Ningxia,08-02-2020,45,2,0,15,37.0000001,105.9999999,Mainland China
Ningxia,09-02-2020,45,0,0,13,37.0000001,105.9999999,Mainland China
Ningxia,10-02-2020,49,4,0,13,37.0000001,105.9999999,Mainland China
Ningxia,11-02-2020,53,4,0,22,37.0000001,105.9999999,Mainland China
Ningxia,12-02-2020,58,5,0,24,37.0000001,105.9999999,Mainland China
Ningxia,13-02-2020,64,6,0,24,37.0000001,105.9999999,Mainland China
Ningxia,14-02-2020,67,3,0,24,37.0000001,105.9999999,Mainland China
Ningxia,15-02-2020,70,3,0,33,37.0000001,105.9999999,Mainland China
Ningxia,16-02-2020,70,0,0,33,37.0000001,105.9999999,Mainland China
Ningxia,17-02-2020,70,0,0,35,37.0000001,105.9999999,Mainland China
Ningxia,18-02-2020,70,0,0,42,37.0000001,105.9999999,Mainland China
Ningxia,19-02-2020,71,1,0,42,37.0000001,105.9999999,Mainland China
Ningxia,20-02-2020,71,0,0,44,37.0000001,105.9999999,Mainland China
Ningxia,21-02-2020,71,0,0,48,37.0000001,105.9999999,Mainland China
Ningxia,22-02-2020,71,0,0,48,37.0000001,105.9999999,Mainland China
Ningxia,23-02-2020,71,0,0,56,37.0000001,105.9999999,Mainland China
Ningxia,24-02-2020,71,0,0,58,37.0000001,105.9999999,Mainland China
Ningxia,25-02-2020,71,0,0,61,37.0000001,105.9999999,Mainland China
Ningxia,26-02-2020,71,0,0,65,37.0000001,105.9999999,Mainland China
Ningxia,27-02-2020,72,1,0,68,37.0000001,105.9999999,Mainland China
Ningxia,28-02-2020,72,0,0,68,37.0000001,105.9999999,Mainland China
Ningxia,29-02-2020,73,1,0,69,37.0000001,105.9999999,Mainland China
Ningxia,01-03-2020,73,0,0,69,37.0000001,105.9999999,Mainland China
Ningxia,02-03-2020,74,1,0,69,37.0000001,105.9999999,Mainland China
Ningxia,03-03-2020,74,0,0,69,37.0000001,105.9999999,Mainland China
Ningxia,04-03-2020,75,1,0,69,37.0000001,105.9999999,Mainland China
Ningxia,05-03-2020,75,0,0,69,37.0000001,105.9999999,Mainland China
Ningxia,06-03-2020,75,0,0,71,37.0000001,105.9999999,Mainland China
Ningxia,07-03-2020,75,0,0,71,37.0000001,105.9999999,Mainland China
Ningxia,08-03-2020,75,0,0,71,37.0000001,105.9999999,Mainland China
Ningxia,09-03-2020,75,0,0,71,37.0000001,105.9999999,Mainland China
Ningxia,10-03-2020,75,0,0,71,37.0000001,105.9999999,Mainland China
Ningxia,11-03-2020,75,0,0,72,37.0000001,105.9999999,Mainland China
Ningxia,12-03-2020,75,0,0,72,37.0000001,105.9999999,Mainland China
Ningxia,13-03-2020,75,0,0,72,37.0000001,105.9999999,Mainland China
Ningxia,14-03-2020,75,0,0,73,37.0000001,105.9999999,Mainland China
Ningxia,15-03-2020,75,0,0,73,37.0000001,105.9999999,Mainland China
Qinghai,22-01-2020,0,0,0,0,35.40709525,95.95211573,Mainland China
Qinghai,23-01-2020,0,0,0,0,35.40709525,95.95211573,Mainland China
Qinghai,24-01-2020,0,0,0,0,35.40709525,95.95211573,Mainland China
Qinghai,25-01-2020,1,1,0,0,35.40709525,95.95211573,Mainland China
Qinghai,26-01-2020,1,0,0,0,35.40709525,95.95211573,Mainland China
Qinghai,27-01-2020,6,5,0,0,35.40709525,95.95211573,Mainland China
Qinghai,28-01-2020,6,0,0,0,35.40709525,95.95211573,Mainland China
Qinghai,29-01-2020,6,0,0,0,35.40709525,95.95211573,Mainland China
Qinghai,30-01-2020,8,2,0,0,35.40709525,95.95211573,Mainland China
Qinghai,31-01-2020,8,0,0,0,35.40709525,95.95211573,Mainland China
Qinghai,01-02-2020,9,1,0,0,35.40709525,95.95211573,Mainland China
Qinghai,02-02-2020,11,2,0,0,35.40709525,95.95211573,Mainland China
Qinghai,03-02-2020,13,2,0,0,35.40709525,95.95211573,Mainland China
Qinghai,04-02-2020,15,2,0,0,35.40709525,95.95211573,Mainland China
Qinghai,05-02-2020,17,2,0,3,35.40709525,95.95211573,Mainland China
Qinghai,06-02-2020,18,1,0,3,35.40709525,95.95211573,Mainland China
Qinghai,07-02-2020,18,0,0,3,35.40709525,95.95211573,Mainland China
Qinghai,08-02-2020,18,0,0,3,35.40709525,95.95211573,Mainland China
Qinghai,09-02-2020,18,0,0,3,35.40709525,95.95211573,Mainland China
Qinghai,10-02-2020,18,0,0,3,35.40709525,95.95211573,Mainland China
Qinghai,11-02-2020,18,0,0,5,35.40709525,95.95211573,Mainland China
Qinghai,12-02-2020,18,0,0,9,35.40709525,95.95211573,Mainland China
Qinghai,13-02-2020,18,0,0,11,35.40709525,95.95211573,Mainland China
Qinghai,14-02-2020,18,0,0,11,35.40709525,95.95211573,Mainland China
Qinghai,15-02-2020,18,0,0,13,35.40709525,95.95211573,Mainland China
Qinghai,16-02-2020,18,0,0,13,35.40709525,95.95211573,Mainland China
Qinghai,17-02-2020,18,0,0,13,35.40709525,95.95211573,Mainland China
Qinghai,18-02-2020,18,0,0,15,35.40709525,95.95211573,Mainland China
Qinghai,19-02-2020,18,0,0,16,35.40709525,95.95211573,Mainland China
Qinghai,20-02-2020,18,0,0,16,35.40709525,95.95211573,Mainland China
Qinghai,21-02-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,22-02-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,23-02-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,24-02-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,25-02-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,26-02-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,27-02-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,28-02-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,29-02-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,01-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,02-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,03-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,04-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,05-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,06-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,07-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,08-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,09-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,10-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,11-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,12-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,13-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,14-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
Qinghai,15-03-2020,18,0,0,18,35.40709525,95.95211573,Mainland China
